state,year,beer_per_capita,wine_per_capita,spirit_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
Alaska,2015,1.11,0.53,1.2,2.84,263.11111111111114,105.17829457364341,249.1484184914842,605.8666666666667
Alaska,2014,1.11,0.52,1.1700000000000002,2.8,263.11111111111114,103.1937984496124,242.91970802919715,597.3333333333334
Alaska,2013,1.07,0.52,1.1700000000000002,2.75,253.62962962962965,103.1937984496124,242.91970802919715,586.6666666666667
Alaska,2012,1.1700000000000002,0.53,1.1300000000000001,2.8299999999999996,277.33333333333337,105.17829457364341,234.61476074614765,603.7333333333332
Alaska,2011,1.1500000000000001,0.54,1.1700000000000002,2.86,272.59259259259267,107.16279069767442,242.91970802919715,610.1333333333333
Alaska,2010,1.23,0.55,1.25,3.03,291.5555555555556,109.14728682170544,259.529602595296,646.4
Alaska,2009,1.32,0.54,1.1600000000000001,3.02,312.8888888888889,107.16279069767442,240.84347120843475,644.2666666666667
Alaska,2008,1.2,0.49,1.09,2.7800000000000002,284.44444444444446,97.24031007751937,226.30981346309818,593.0666666666667
Alaska,2007,1.1300000000000001,0.44,0.96,2.53,267.8518518518519,87.31782945736434,199.31873479318736,539.7333333333333
Alaska,2006,1.25,0.47000000000000003,1.03,2.75,296.2962962962963,93.27131782945737,213.85239253852396,586.6666666666667
Alaska,2005,1.23,0.43000000000000005,0.98,2.64,291.5555555555556,85.33333333333334,203.4712084347121,563.2
Alaska,2004,1.31,0.44,0.9500000000000001,2.71,310.51851851851853,87.31782945736434,197.242497972425,578.1333333333333
Alaska,2003,1.27,0.37,0.7899999999999999,2.4299999999999997,301.03703703703707,73.42635658914728,164.02270884022707,518.4
Alaska,2002,1.35,0.45,1.1900000000000002,2.9899999999999998,320.00000000000006,89.30232558139535,247.07218167072187,637.8666666666667
Alaska,2001,1.32,0.38,0.96,2.67,312.8888888888889,75.41085271317829,199.31873479318736,569.6
Alaska,2000,1.37,0.37,0.9400000000000001,2.68,324.74074074074076,73.42635658914728,195.16626115166264,571.7333333333333
Alaska,1999,1.4,0.38,0.9500000000000001,2.74,331.85185185185185,75.41085271317829,197.242497972425,584.5333333333334
Alaska,1998,1.3900000000000001,0.37,0.9500000000000001,2.71,329.4814814814815,73.42635658914728,197.242497972425,578.1333333333333
Alaska,1997,1.31,0.36,0.88,2.56,310.51851851851853,71.44186046511626,182.70884022708842,546.1333333333333
Alaska,1996,1.31,0.38,0.9400000000000001,2.63,310.51851851851853,75.41085271317829,195.16626115166264,561.0666666666667
Alaska,1995,1.45,0.39,1.02,2.86,343.7037037037037,77.3953488372093,211.77615571776155,610.1333333333333
Alaska,1994,1.53,0.4,1.1,3.03,362.6666666666667,79.37984496124031,228.38605028386053,646.4
Alaska,1993,1.31,0.32,0.92,2.55,310.51851851851853,63.50387596899225,191.01378751013792,544
Alaska,1992,1.53,0.41000000000000003,1.08,3.02,362.6666666666667,81.36434108527132,224.2335766423358,644.2666666666667
Alaska,1991,1.54,0.43000000000000005,1.1400000000000001,3.11,365.037037037037,85.33333333333334,236.69099756691003,663.4666666666667
Alaska,1990,1.62,0.46,1.25,3.3299999999999996,384.00000000000006,91.28682170542636,259.529602595296,710.4
Alaska,1989,1.52,0.44,1.1900000000000002,3.15,360.2962962962963,87.31782945736434,247.07218167072187,672
Alaska,1988,1.54,0.47000000000000003,1.1900000000000002,3.21,365.037037037037,93.27131782945737,247.07218167072187,684.8000000000001
Alaska,1987,1.6,0.52,1.26,3.38,379.2592592592593,103.1937984496124,261.6058394160584,721.0666666666667
Alaska,1986,1.6500000000000001,0.55,1.25,3.4499999999999997,391.11111111111114,109.14728682170544,259.529602595296,736
Alaska,1985,1.6300000000000001,0.56,1.48,3.68,386.37037037037044,111.13178294573645,307.2830494728305,785.0666666666667
Alaska,1984,1.6700000000000002,0.56,1.5,3.72,395.8518518518519,111.13178294573645,311.43552311435525,793.6
Alaska,1983,1.71,0.59,1.6500000000000001,3.9499999999999997,405.3333333333333,117.08527131782944,342.5790754257908,842.6666666666666
Alaska,1982,1.6900000000000002,0.54,1.6800000000000002,3.92,400.59259259259267,107.16279069767442,348.8077858880779,836.2666666666667
Alaska,1981,1.6800000000000002,0.56,1.79,4.02,398.22222222222223,111.13178294573645,371.646390916464,857.5999999999999
Alaska,1980,1.54,0.5,1.6800000000000002,3.72,365.037037037037,99.22480620155038,348.8077858880779,793.6
Alaska,1979,1.48,0.46,1.6300000000000001,3.58,350.81481481481484,91.28682170542636,338.4266017842661,763.7333333333333
Alaska,1978,1.3900000000000001,0.45,1.6700000000000002,3.51,329.4814814814815,89.30232558139535,346.7315490673156,748.8
Alaska,1977,1.1900000000000002,0.42000000000000004,1.6900000000000002,3.3,282.07407407407413,83.34883720930233,350.8840227088403,704
Arizona,2016,1.1400000000000001,0.4,0.7899999999999999,2.32,270.22222222222223,79.37984496124031,164.02270884022707,494.93333333333334
Arizona,2015,1.1600000000000001,0.4,0.7799999999999999,2.34,274.962962962963,79.37984496124031,161.94647201946472,499.2
Arizona,2014,1.1800000000000002,0.4,0.7899999999999999,2.3699999999999997,279.70370370370375,79.37984496124031,164.02270884022707,505.59999999999997
Arizona,2013,1.12,0.42000000000000004,0.81,2.3499999999999996,265.4814814814815,83.34883720930233,168.17518248175185,501.33333333333326
Arizona,2012,1.1400000000000001,0.45,0.8400000000000001,2.4299999999999997,270.22222222222223,89.30232558139535,174.40389294403894,518.4
Arizona,2011,1.1500000000000001,0.44,0.8,2.3899999999999997,272.59259259259267,87.31782945736434,166.09894566098947,509.8666666666666
Arizona,2010,1.23,0.41000000000000003,0.76,2.3899999999999997,291.5555555555556,81.36434108527132,157.79399837794,509.8666666666666
Arizona,2009,1.22,0.39,0.77,2.38,289.18518518518516,77.3953488372093,159.87023519870237,507.73333333333335
Arizona,2008,1.3,0.41000000000000003,0.77,2.48,308.14814814814815,81.36434108527132,159.87023519870237,529.0666666666667
Arizona,2007,1.3900000000000001,0.33999999999999997,0.7799999999999999,2.51,329.4814814814815,67.47286821705426,161.94647201946472,535.4666666666667
Arizona,2006,1.34,0.38,0.7899999999999999,2.51,317.6296296296297,75.41085271317829,164.02270884022707,535.4666666666667
Arizona,2005,1.35,0.4,0.76,2.51,320.00000000000006,79.37984496124031,157.79399837794,535.4666666666667
Arizona,2004,1.4,0.33999999999999997,0.71,2.44,331.85185185185185,67.47286821705426,147.41281427412815,520.5333333333333
Arizona,2003,1.41,0.37,0.71,2.4899999999999998,334.22222222222223,73.42635658914728,147.41281427412815,531.1999999999999
Arizona,2002,1.46,0.32999999999999996,0.69,2.48,346.0740740740741,65.48837209302324,143.2603406326034,529.0666666666667
Arizona,2001,1.47,0.32999999999999996,0.7,2.5,348.4444444444444,65.48837209302324,145.33657745336578,533.3333333333334
Arizona,2000,1.48,0.31,0.71,2.5,350.81481481481484,61.519379844961236,147.41281427412815,533.3333333333334
Arizona,1999,1.47,0.33999999999999997,0.69,2.51,348.4444444444444,67.47286821705426,143.2603406326034,535.4666666666667
Arizona,1998,1.44,0.32999999999999996,0.6799999999999999,2.4499999999999997,341.3333333333333,65.48837209302324,141.18410381184103,522.6666666666666
Arizona,1997,1.45,0.31,0.6799999999999999,2.44,343.7037037037037,61.519379844961236,141.18410381184103,520.5333333333333
Arizona,1996,1.52,0.32999999999999996,0.73,2.58,360.2962962962963,65.48837209302324,151.56528791565287,550.4000000000001
Arizona,1995,1.47,0.29000000000000004,0.6799999999999999,2.44,348.4444444444444,57.55038759689923,141.18410381184103,520.5333333333333
Arizona,1994,1.52,0.29000000000000004,0.7,2.5,360.2962962962963,57.55038759689923,145.33657745336578,533.3333333333334
Arizona,1993,1.58,0.27,0.76,2.62,374.51851851851853,53.58139534883721,157.79399837794,558.9333333333334
Arizona,1992,1.58,0.31,0.8,2.69,374.51851851851853,61.519379844961236,166.09894566098947,573.8666666666667
Arizona,1991,1.58,0.35,0.7799999999999999,2.71,374.51851851851853,69.45736434108527,161.94647201946472,578.1333333333333
Arizona,1990,1.59,0.37,0.8,2.77,376.8888888888889,73.42635658914728,166.09894566098947,590.9333333333334
Arizona,1989,1.6300000000000001,0.35,0.8300000000000001,2.8099999999999996,386.37037037037044,69.45736434108527,172.3276561232766,599.4666666666666
Arizona,1988,1.6,0.41000000000000003,0.8600000000000001,2.8699999999999997,379.2592592592593,81.36434108527132,178.55636658556372,612.2666666666667
Arizona,1987,1.6400000000000001,0.45,0.8400000000000001,2.9299999999999997,388.7407407407408,89.30232558139535,174.40389294403894,625.0666666666666
Arizona,1986,1.74,0.45,0.9,3.09,412.4444444444445,89.30232558139535,186.86131386861314,659.2
Arizona,1985,1.6600000000000001,0.45,0.99,3.11,393.4814814814815,89.30232558139535,205.54744525547446,663.4666666666667
Arizona,1984,1.55,0.44,1.05,3.04,367.40740740740745,87.31782945736434,218.00486618004868,648.5333333333334
Arizona,1983,1.6,0.43000000000000005,0.99,3.02,379.2592592592593,85.33333333333334,205.54744525547446,644.2666666666667
Arizona,1982,1.71,0.39,0.98,3.07,405.3333333333333,77.3953488372093,203.4712084347121,654.9333333333333
Arizona,1981,1.76,0.42000000000000004,1,3.18,417.1851851851852,83.34883720930233,207.62368207623683,678.4000000000001
Arizona,1980,1.6800000000000002,0.36,0.97,3.01,398.22222222222223,71.44186046511626,201.3949716139497,642.1333333333333
Arizona,1979,1.71,0.36,1.07,3.15,405.3333333333333,71.44186046511626,222.1573398215734,672
Arizona,1978,1.6600000000000001,0.35,1.03,3.04,393.4814814814815,69.45736434108527,213.85239253852396,648.5333333333334
Arizona,1977,1.6,0.32,0.99,2.92,379.2592592592593,63.50387596899225,205.54744525547446,622.9333333333334
Arkansas,2016,0.93,0.22,0.65,1.8,220.44444444444446,43.65891472868217,134.95539334955393,384
Arkansas,2015,0.97,0.22,0.65,1.83,229.92592592592595,43.65891472868217,134.95539334955393,390.40000000000003
Arkansas,2014,0.96,0.21000000000000002,0.62,1.79,227.55555555555554,41.674418604651166,128.72668288726683,381.8666666666667
Arkansas,2013,1,0.2,0.6,1.8,237.03703703703704,39.689922480620154,124.5742092457421,384
Arkansas,2012,1,0.2,0.6,1.8,237.03703703703704,39.689922480620154,124.5742092457421,384
Arkansas,2011,0.97,0.18,0.56,1.72,229.92592592592595,35.72093023255813,116.26926196269262,366.93333333333334
Arkansas,2010,1.04,0.17,0.59,1.8,246.51851851851856,33.736434108527135,122.49797242497972,384
Arkansas,2009,1.06,0.17,0.59,1.82,251.25925925925927,33.736434108527135,122.49797242497972,388.2666666666667
Arkansas,2008,1.09,0.17,0.59,1.86,258.3703703703704,33.736434108527135,122.49797242497972,396.8
Arkansas,2007,1.05,0.17,0.59,1.81,248.88888888888891,33.736434108527135,122.49797242497972,386.1333333333334
Arkansas,2006,1.05,0.16,0.59,1.8,248.88888888888891,31.751937984496124,122.49797242497972,384
Arkansas,2005,1.04,0.16,0.58,1.78,246.51851851851856,31.751937984496124,120.42173560421736,379.73333333333335
Arkansas,2004,1.08,0.15000000000000002,0.58,1.81,256.00000000000006,29.76744186046512,120.42173560421736,386.1333333333334
Arkansas,2003,1.06,0.14,0.56,1.77,251.25925925925927,27.78294573643411,116.26926196269262,377.6
Arkansas,2002,1.09,0.14,0.53,1.75,258.3703703703704,27.78294573643411,110.04055150040553,373.33333333333337
Arkansas,2001,1.08,0.13,0.53,1.74,256.00000000000006,25.7984496124031,110.04055150040553,371.2
Arkansas,2000,1.09,0.12000000000000001,0.53,1.74,258.3703703703704,23.813953488372096,110.04055150040553,371.2
Arkansas,1999,1.09,0.12000000000000001,0.54,1.75,258.3703703703704,23.813953488372096,112.1167883211679,373.33333333333337
Arkansas,1998,1.1,0.11,0.51,1.73,260.74074074074076,21.829457364341085,105.88807785888078,369.06666666666666
Arkansas,1997,1.07,0.12000000000000001,0.52,1.71,253.62962962962965,23.813953488372096,107.96431467964315,364.8
Arkansas,1996,1.07,0.12000000000000001,0.53,1.72,253.62962962962965,23.813953488372096,110.04055150040553,366.93333333333334
Arkansas,1995,1.06,0.11,0.51,1.6800000000000002,251.25925925925927,21.829457364341085,105.88807785888078,358.40000000000003
Arkansas,1994,1.06,0.13,0.46,1.6500000000000001,251.25925925925927,25.7984496124031,95.50689375506896,352.00000000000006
Arkansas,1993,1.1,0.11,0.58,1.79,260.74074074074076,21.829457364341085,120.42173560421736,381.8666666666667
Arkansas,1992,1.1300000000000001,0.12000000000000001,0.65,1.9,267.8518518518519,23.813953488372096,134.95539334955393,405.3333333333333
Arkansas,1991,1.12,0.11,0.58,1.81,265.4814814814815,21.829457364341085,120.42173560421736,386.1333333333334
Arkansas,1990,1.12,0.13,0.61,1.86,265.4814814814815,25.7984496124031,126.65044606650446,396.8
Arkansas,1989,1.1,0.13,0.58,1.82,260.74074074074076,25.7984496124031,120.42173560421736,388.2666666666667
Arkansas,1988,1.09,0.14,0.54,1.78,258.3703703703704,27.78294573643411,112.1167883211679,379.73333333333335
Arkansas,1987,1.09,0.11,0.53,1.74,258.3703703703704,21.829457364341085,110.04055150040553,371.2
Arkansas,1986,1.08,0.09,0.49,1.6500000000000001,256.00000000000006,17.860465116279066,101.73560421735606,352.00000000000006
Arkansas,1985,1.04,0.13,0.59,1.77,246.51851851851856,25.7984496124031,122.49797242497972,377.6
Arkansas,1984,1.03,0.12000000000000001,0.64,1.8,244.14814814814815,23.813953488372096,132.87915652879158,384
Arkansas,1983,1.03,0.13,0.63,1.79,244.14814814814815,25.7984496124031,130.8029197080292,381.8666666666667
Arkansas,1982,1.03,0.12000000000000001,0.63,1.78,244.14814814814815,23.813953488372096,130.8029197080292,379.73333333333335
Arkansas,1981,1.06,0.12000000000000001,0.6799999999999999,1.86,251.25925925925927,23.813953488372096,141.18410381184103,396.8
Arkansas,1980,1,0.12000000000000001,0.6799999999999999,1.81,237.03703703703704,23.813953488372096,141.18410381184103,386.1333333333334
Arkansas,1979,0.9,0.09,0.55,1.54,213.33333333333334,17.860465116279066,114.19302514193026,328.53333333333336
Arkansas,1978,0.9500000000000001,0.11,0.71,1.76,225.18518518518522,21.829457364341085,147.41281427412815,375.4666666666667
Arkansas,1977,0.89,0.1,0.61,1.61,210.96296296296296,19.844961240310077,126.65044606650446,343.4666666666667
California,2016,0.96,0.6,0.7799999999999999,2.34,227.55555555555554,119.06976744186045,161.94647201946472,499.2
California,2015,1,0.53,0.75,2.2800000000000002,237.03703703703704,105.17829457364341,155.71776155717762,486.4000000000001
California,2014,1,0.6,0.73,2.3299999999999996,237.03703703703704,119.06976744186045,151.56528791565287,497.0666666666666
California,2013,0.98,0.6,0.75,2.3299999999999996,232.2962962962963,119.06976744186045,155.71776155717762,497.0666666666666
California,2012,0.99,0.63,0.74,2.3499999999999996,234.66666666666666,125.02325581395348,153.64152473641525,501.33333333333326
California,2011,0.9500000000000001,0.58,0.72,2.25,225.18518518518522,115.10077519379846,149.48905109489053,480
California,2010,0.97,0.49,0.71,2.16,229.92592592592595,97.24031007751937,147.41281427412815,460.80000000000007
California,2009,1.01,0.5700000000000001,0.7,2.2800000000000002,239.40740740740742,113.11627906976746,145.33657745336578,486.4000000000001
California,2008,1.05,0.55,0.7,2.3,248.88888888888891,109.14728682170544,145.33657745336578,490.66666666666663
California,2007,1.06,0.54,0.7,2.3,251.25925925925927,107.16279069767442,145.33657745336578,490.66666666666663
California,2006,1.02,0.56,0.7,2.29,241.7777777777778,111.13178294573645,145.33657745336578,488.53333333333336
California,2005,1.03,0.54,0.69,2.2600000000000002,244.14814814814815,107.16279069767442,143.2603406326034,482.1333333333334
California,2004,1.07,0.52,0.6699999999999999,2.25,253.62962962962965,103.1937984496124,139.10786699107868,480
California,2003,1.07,0.51,0.65,2.23,253.62962962962965,101.20930232558139,134.95539334955393,475.73333333333335
California,2002,1.08,0.49,0.64,2.21,256.00000000000006,97.24031007751937,132.87915652879158,471.4666666666667
California,2001,1.09,0.48000000000000004,0.63,2.2,258.3703703703704,95.25581395348838,130.8029197080292,469.33333333333337
California,2000,1.12,0.48000000000000004,0.64,2.24,265.4814814814815,95.25581395348838,132.87915652879158,477.86666666666673
California,1999,1.12,0.48000000000000004,0.62,2.22,265.4814814814815,95.25581395348838,128.72668288726683,473.6000000000001
California,1998,1.11,0.49,0.61,2.21,263.11111111111114,97.24031007751937,126.65044606650446,471.4666666666667
California,1997,1.1400000000000001,0.52,0.62,2.2800000000000002,270.22222222222223,103.1937984496124,128.72668288726683,486.4000000000001
California,1996,1.1300000000000001,0.5,0.64,2.27,267.8518518518519,99.22480620155038,132.87915652879158,484.2666666666667
California,1995,1.1500000000000001,0.46,0.63,2.24,272.59259259259267,91.28682170542636,130.8029197080292,477.86666666666673
California,1994,1.09,0.47000000000000003,0.6799999999999999,2.24,258.3703703703704,93.27131782945737,141.18410381184103,477.86666666666673
California,1993,1.1700000000000002,0.48000000000000004,0.69,2.3499999999999996,277.33333333333337,95.25581395348838,143.2603406326034,501.33333333333326
California,1992,1.28,0.51,0.75,2.54,303.40740740740745,101.20930232558139,155.71776155717762,541.8666666666667
California,1991,1.22,0.49,0.75,2.46,289.18518518518516,97.24031007751937,155.71776155717762,524.8000000000001
California,1990,1.32,0.59,0.8700000000000001,2.7800000000000002,312.8888888888889,117.08527131782944,180.63260340632607,593.0666666666667
California,1989,1.29,0.6,0.8500000000000001,2.75,305.77777777777777,119.06976744186045,176.48012976480132,586.6666666666667
California,1988,1.32,0.6699999999999999,0.88,2.86,312.8888888888889,132.9612403100775,182.70884022708842,610.1333333333333
California,1987,1.35,0.73,0.92,3,320.00000000000006,144.86821705426354,191.01378751013792,640
California,1986,1.35,0.7799999999999999,0.9500000000000001,3.08,320.00000000000006,154.7906976744186,197.242497972425,657.0666666666667
California,1985,1.32,0.7799999999999999,1.02,3.11,312.8888888888889,154.7906976744186,211.77615571776155,663.4666666666667
California,1984,1.37,0.73,1.06,3.16,324.74074074074076,144.86821705426354,220.08110300081105,674.1333333333334
California,1983,1.36,0.74,1.1,3.21,322.3703703703704,146.85271317829455,228.38605028386053,684.8000000000001
California,1982,1.37,0.72,1.1300000000000001,3.22,324.74074074074076,142.88372093023253,234.61476074614765,686.9333333333334
California,1981,1.43,0.72,1.2,3.3499999999999996,338.962962962963,142.88372093023253,249.1484184914842,714.6666666666666
California,1980,1.41,0.71,1.24,3.36,334.22222222222223,140.89922480620154,257.45336577453367,716.8
California,1979,1.3900000000000001,0.6799999999999999,1.25,3.32,329.4814814814815,134.9457364341085,259.529602595296,708.2666666666667
California,1978,1.33,0.6699999999999999,1.29,3.2800000000000002,315.2592592592593,132.9612403100775,267.8345498783455,699.7333333333335
California,1977,1.29,0.65,1.25,3.19,305.77777777777777,128.9922480620155,259.529602595296,680.5333333333333
Colorado,2016,1.1400000000000001,0.51,1.1600000000000001,2.82,270.22222222222223,101.20930232558139,240.84347120843475,601.6
Colorado,2015,1.12,0.51,1.1400000000000001,2.77,265.4814814814815,101.20930232558139,236.69099756691003,590.9333333333334
Colorado,2014,1.1400000000000001,0.51,1.11,2.77,270.22222222222223,101.20930232558139,230.4622871046229,590.9333333333334
Colorado,2013,1.2,0.5,1.11,2.8099999999999996,284.44444444444446,99.22480620155038,230.4622871046229,599.4666666666666
Colorado,2012,1.1500000000000001,0.52,1.08,2.7600000000000002,272.59259259259267,103.1937984496124,224.2335766423358,588.8000000000001
Colorado,2011,1.2,0.49,1.04,2.72,284.44444444444446,97.24031007751937,215.9286293592863,580.2666666666668
Colorado,2010,1.22,0.48000000000000004,1.01,2.71,289.18518518518516,95.25581395348838,209.6999188969992,578.1333333333333
Colorado,2009,1.23,0.46,1.01,2.7,291.5555555555556,91.28682170542636,209.6999188969992,576.0000000000001
Colorado,2008,1.28,0.47000000000000003,1.02,2.77,303.40740740740745,93.27131782945737,211.77615571776155,590.9333333333334
Colorado,2007,1.3,0.47000000000000003,1.01,2.7800000000000002,308.14814814814815,93.27131782945737,209.6999188969992,593.0666666666667
Colorado,2006,1.29,0.45,0.98,2.72,305.77777777777777,89.30232558139535,203.4712084347121,580.2666666666668
Colorado,2005,1.31,0.42000000000000004,0.99,2.72,310.51851851851853,83.34883720930233,205.54744525547446,580.2666666666668
Colorado,2004,1.3,0.43000000000000005,0.9500000000000001,2.68,308.14814814814815,85.33333333333334,197.242497972425,571.7333333333333
Colorado,2003,1.33,0.4,0.8700000000000001,2.6,315.2592592592593,79.37984496124031,180.63260340632607,554.6666666666667
Colorado,2002,1.35,0.39,0.9,2.64,320.00000000000006,77.3953488372093,186.86131386861314,563.2
Colorado,2001,1.42,0.41000000000000003,0.96,2.7800000000000002,336.59259259259255,81.36434108527132,199.31873479318736,593.0666666666667
Colorado,2000,1.35,0.37,0.89,2.6,320.00000000000006,73.42635658914728,184.7850770478508,554.6666666666667
Colorado,1999,1.33,0.37,0.75,2.4499999999999997,315.2592592592593,73.42635658914728,155.71776155717762,522.6666666666666
Colorado,1998,1.33,0.37,0.8300000000000001,2.53,315.2592592592593,73.42635658914728,172.3276561232766,539.7333333333333
Colorado,1997,1.3,0.37,0.81,2.48,308.14814814814815,73.42635658914728,168.17518248175185,529.0666666666667
Colorado,1996,1.36,0.37,0.8400000000000001,2.57,322.3703703703704,73.42635658914728,174.40389294403894,548.2666666666667
Colorado,1995,1.34,0.35,0.7799999999999999,2.4699999999999998,317.6296296296297,69.45736434108527,161.94647201946472,526.9333333333333
Colorado,1994,1.36,0.35,0.8400000000000001,2.55,322.3703703703704,69.45736434108527,174.40389294403894,544
Colorado,1993,1.4,0.36,0.8600000000000001,2.63,331.85185185185185,71.44186046511626,178.55636658556372,561.0666666666667
Colorado,1992,1.34,0.36,0.81,2.52,317.6296296296297,71.44186046511626,168.17518248175185,537.6
Colorado,1991,1.3900000000000001,0.35,0.8700000000000001,2.61,329.4814814814815,69.45736434108527,180.63260340632607,556.8
Colorado,1990,1.35,0.29000000000000004,0.75,2.3899999999999997,320.00000000000006,57.55038759689923,155.71776155717762,509.8666666666666
Colorado,1989,1.42,0.38,0.8500000000000001,2.64,336.59259259259255,75.41085271317829,176.48012976480132,563.2
Colorado,1988,1.44,0.4,0.92,2.7600000000000002,341.3333333333333,79.37984496124031,191.01378751013792,588.8000000000001
Colorado,1987,1.45,0.45,0.9400000000000001,2.84,343.7037037037037,89.30232558139535,195.16626115166264,605.8666666666667
Colorado,1986,1.49,0.47000000000000003,0.9500000000000001,2.9,353.1851851851852,93.27131782945737,197.242497972425,618.6666666666666
Colorado,1985,1.48,0.5,1.1800000000000002,3.17,350.81481481481484,99.22480620155038,244.9959448499595,676.2666666666667
Colorado,1984,1.51,0.46,1.12,3.1,357.9259259259259,91.28682170542636,232.53852392538525,661.3333333333334
Colorado,1983,1.57,0.46,1.12,3.15,372.1481481481482,91.28682170542636,232.53852392538525,672
